a	0.862	0.0	1.0	0.0	0.0	0.0
a	0.718	0.0	1.0	0.0	0.0	0.0
a	0.642	0.0	1.0	0.0	0.0	0.0
a	0.761	0.0	1.0	0.0	0.0	0.0
a	0.72	0.0	1.0	0.0	0.0	0.0
a	0.755	0.0	1.0	0.0	0.0	0.0
a	0.612	0.088	0.5	0.167	0.0	0.333
a	0.753	0.0	1.0	0.0	0.0	0.0
a	0.879	0.0	1.0	0.0	0.0	0.0
a	0.864	0.0	1.0	0.0	0.0	0.0
a	0.699	0.0	1.0	0.0	0.0	0.0
a	0.913	0.0	1.0	0.0	0.0	0.0
a	0.719	0.027	0.5	0.25	0.25	0.0
a	0.708	0.028	0.5	0.25	0.25	0.0
a	0.583	0.0	1.0	0.0	0.0	0.0
a	0.583	0.0	1.0	0.0	0.0	0.0
a	0.575	0.0	1.0	0.0	0.0	0.0
a	0.575	0.0	1.0	0.0	0.0	0.0
a	0.84	0.0	1.0	0.0	0.0	0.0
a	0.721	0.0	1.0	0.0	0.0	0.0
a	0.821	0.0	1.0	0.0	0.0	0.0
a	0.75	0.0	1.0	0.0	0.0	0.0
a	0.47	0.038	0.438	0.25	0.188	0.125
a	0.75	0.0	1.0	0.0	0.0	0.0
a	0.0	0.0	0.0	0.0	0.0	0.0
a	0.521	0.082	0.2	0.4	0.4	0.0
a	0.855	0.0	1.0	0.0	0.0	0.0
a	0.786	0.0	1.0	0.0	0.0	0.0
a	0.698	0.0	1.0	0.0	0.0	0.0
a	0.509	0.0	1.0	0.0	0.0	0.0
a	0.878	0.0	1.0	0.0	0.0	0.0
a	0.808	0.0	1.0	0.0	0.0	0.0
a	0.604	0.0	1.0	0.0	0.0	0.0
a	0.662	0.062	0.2	0.4	0.4	0.0
a	0.87	0.0	1.0	0.0	0.0	0.0
a	0.604	0.0	1.0	0.0	0.0	0.0
a	0.937	0.0	1.0	0.0	0.0	0.0
a	0.971	0.0	1.0	0.0	0.0	0.0
a	0.744	0.0	1.0	0.0	0.0	0.0
a	0.921	0.0	1.0	0.0	0.0	0.0
a	0.787	0.0	1.0	0.0	0.0	0.0
a	0.603	0.0	1.0	0.0	0.0	0.0
a	0.473	0.053	0.333	0.278	0.222	0.167
a	0.667	0.0	1.0	0.0	0.0	0.0
a	0.632	0.032	0.6	0.2	0.2	0.0
a	0.473	0.053	0.333	0.278	0.222	0.167
a	0.486	0.0	1.0	0.0	0.0	0.0
a	0.464	0.053	0.333	0.278	0.222	0.167
a	0.708	0.0	1.0	0.0	0.0	0.0
a	0.444	0.036	0.438	0.25	0.188	0.125
a	0.464	0.038	0.438	0.25	0.188	0.125
a	0.896	0.0	1.0	0.0	0.0	0.0
a	0.783	0.0	1.0	0.0	0.0	0.0
a	0.897	0.0	1.0	0.0	0.0	0.0
a	0.76	0.0	1.0	0.0	0.0	0.0
a	0.764	0.0	1.0	0.0	0.0	0.0
a	0.695	0.043	0.75	0.0	0.125	0.125
a	0.776	0.0	1.0	0.0	0.0	0.0
a	0.774	0.0	1.0	0.0	0.0	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.426	0.106	0.167	0.333	0.167	0.333
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.556	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.86	0.0	1.0	0.0	0.0	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.556	0.026	0.571	0.214	0.214	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.76	0.0	1.0	0.0	0.0	0.0
a	0.562	0.026	0.571	0.214	0.214	0.0
a	0.635	0.081	0.167	0.333	0.333	0.167
a	0.877	0.0	1.0	0.0	0.0	0.0
a	0.667	0.0	1.0	0.0	0.0	0.0
a	0.838	0.0	1.0	0.0	0.0	0.0
a	0.845	0.0	1.0	0.0	0.0	0.0
a	0.918	0.0	1.0	0.0	0.0	0.0
a	0.614	0.2	0.167	0.333	0.167	0.333
a	0.844	0.0	1.0	0.0	0.0	0.0
a	0.694	0.0	1.0	0.0	0.0	0.0
a	0.712	0.0	1.0	0.0	0.0	0.0
a	0.755	0.0	1.0	0.0	0.0	0.0
a	0.661	0.069	0.273	0.364	0.364	0.0
a	0.679	0.071	0.333	0.333	0.333	0.0
a	0.902	0.0	1.0	0.0	0.0	0.0
a	0.556	0.026	0.571	0.214	0.214	0.0
a	0.556	0.026	0.571	0.214	0.214	0.0
a	0.755	0.0	1.0	0.0	0.0	0.0
a	0.838	0.0	1.0	0.0	0.0	0.0
a	0.556	0.026	0.571	0.214	0.214	0.0
a	0.905	0.0	1.0	0.0	0.0	0.0
a	0.844	0.0	1.0	0.0	0.0	0.0
a	0.73	0.027	0.333	0.333	0.333	0.0
a	0.775	0.0	1.0	0.0	0.0	0.0
a	0.684	0.184	0.0	0.0	1.0	0.0
a	0.727	0.0	1.0	0.0	0.0	0.0
a	0.46	0.06	0.381	0.19	0.19	0.238
a	0.752	0.0	1.0	0.0	0.0	0.0
a	0.769	0.179	0.0	0.0	1.0	0.0
a	0.626	0.053	0.385	0.308	0.308	0.0
a	0.713	0.099	0.167	0.333	0.333	0.167
a	0.609	0.0	1.0	0.0	0.0	0.0
a	0.651	0.128	0.5	0.167	0.167	0.167
