1jtdB	7	0.935286935286935	0.831095943664695	0.947232833466168
1tbgA	7	0.794117647058823	0.726142867895587	1.39698687375573
1b4bA	2	0.788732394366197	0.738849264285568	0.828
2bnh	16	0.975438596491228	0.768852349925267	1.5513988611556
1l0qA	7	0.697835497835498	0.756144124020356	1.18514573537683
1amm	4	0.908045977011494	0.642620532043566	1.77716603423001
1vmoA	3	0.889570552147239	0.568578246901024	2.22277318091458
1bff	3	0.852713178294574	0.601411473921299	1.82380639329598
2cwgA	4	0.908382066276803	0.836996667427874	0.629020729742191
1lxa	5	0.431297709923664	0.490925927977028	1.66136264571276
1rprA	2	0.825396825396825	0.808505477624611	0.99
1ocrE	4	0.611620795107034	0.324997724824036	3.58037335576427
1fe4A	2	0.852941176470588	0.52217948353208	2.298
1hcd	3	0.872881355932203	0.426923765622012	3.03110350111408
1b64	2	0.857142857142857	0.434896542122293	2.773
1jb0C	2	0.875	0.457598141934221	2.791
3chy	5	0.84375	0.350413383261945	3.65611810263835
1bk5A	7	0.592417061611374	0.692914412351029	1.45634076920738
1adr	4	0.56140350877193	0.559838890306538	0.786634844982269
2dri	7	0.623616236162362	0.406673258146006	2.94124617278098
1fxkB	2	0.628571428571429	0.384603779761631	1.535
1k40A	2	0.587301587301587	0.445304373052883	1.407
1m2eA	5	0.837037037037037	0.372994577506873	3.55794274461756
2mhr	3	0.584745762711864	0.476182711446173	2.54806882365302
1hcxA	5	0.791338582677165	0.646179905962516	1.87173632438005
1jofC	7	0.852582159624413	0.432846139263248	2.69347348647742
1d2oA	2	0.427807486631016	0.557742220079335	0.883
1rpxA	8	0.75776397515528	0.266879440275655	4.4759698499926
1prs	4	0.863198458574181	0.462724036497344	2.55755443970477
1a7gE	2	0.804878048780488	0.368750331386425	2.983
1tf3A	3	0.891304347826087	0.63123881101755	1.9490460878181
2lefA	3	0.534883720930233	0.66342927759377	1.42341489738892
1thfD	8	0.784867306606437	0.286287285015174	4.03391304873568
1hp8	3	0.75	0.466309171982459	2.52120953261583
1l3pA	2	0.862745098039216	0.42775636381892	2.967
1dptA	2	0.923076923076923	0.318240071324436	4.109
1fq0A	8	0.796780684104628	0.339901366032177	4.36141777838005
1afj	2	0.805555555555556	0.360447794984851	3.093
3msi	2	0.636363636363636	0.46536236626215	1.189
1qfeA	8	0.777777777777778	0.301950289626794	3.89411051769575
1h9eA	2	0.75	0.392654659288109	2.722
1aoiF	3	0.540229885057471	0.499852168036493	1.28037888134225
1jygA	2	0.463768115942029	0.473419002446984	1.365
1au1A	4	0.650602409638554	0.323867004038632	3.37933939230659
1fbr	2	0.817204301075269	0.640053548617419	1.683
1lslA	2	0.902654867256637	0.686857224344533	1.588
1bax	4	0.631205673758865	0.243681201102835	3.41323299719395
1otgA	2	0.832	0.313424327926787	3.53
2pspA	2	0.685714285714286	0.605997130525032	1.043
1l9lA	3	0.594594594594595	0.431207556433417	1.91426498771247
1crzA	5	0.516372795969773	0.551380741320936	2.29245048246585
1f53A	2	0.595238095238095	0.473005261283687	2.376
1rvv1	4	0.805194805194805	0.246594877480988	5.15288718926629
1kdxA	2	0.444444444444444	0.52113213988669	0.932
1gmxA	5	0.777777777777778	0.286573463053738	4.02877747347797
2tpsB	6	0.569911504424779	0.304525488928594	3.38015261267431
1mseC	2	0.628571428571429	0.512330028583272	1.241
1id1A	6	0.826143790849673	0.30511404885991	4.63334839176058
1be1	5	0.839416058394161	0.297034924966961	3.97849779321605
1rtm1	3	0.38255033557047	0.516008933592877	2.12842371663723
1br0A	2	0.45	0.326128186879514	1.793
1fp3A	5	0.687810945273632	0.423079403444728	2.82237980742331
1ee6A	6	0.495431472081218	0.478847526118409	2.04577496452855
1lq7A	2	0.686567164179104	0.352471180275566	2.367
1e91A	3	0.741176470588235	0.26626601398013	4.78989650077068
1at0	2	0.816901408450704	0.380990624070658	2.95
1gks	2	0.358974358974359	0.421236041340827	1.861
1j9iA	3	0.529411764705882	0.365793892415479	2.14403883622709
1qj8A	4	0.693693693693694	0.290882345107583	3.64505818045321
1n81A	6	0.729032258064516	0.297524299251079	3.53423045311879
1jjuB	7	0.442477876106195	0.248399869143506	3.02770106583249
2i1b	3	0.816993464052288	0.319208815880316	3.35925001213068
5p21	5	0.759036144578313	0.267378773605286	4.21476656745424
1ytbA	4	0.748148148148148	0.302763142191431	5.81116620082289
1ngr	4	0.580392156862745	0.429361849783471	1.97730927904185
1c3d	6	0.669387755102041	0.262228529953465	3.37734032338456
1prn	5	0.423875432525952	0.317625518078132	3.21867866830015
1j8dA	2	0.219653179190751	0.388609999980683	2.815
2alcA	3	0.615384615384615	0.395320662289609	2.97218597374054
1ns5B	5	0.824503311258278	0.26007938102648	4.23852112994331
1aa2	3	0.75	0.287602312117716	4.31437326374882
1scuA	8	0.640873015873016	0.283554996436179	4.61277043776667
1cpq	2	0.387596899224806	0.194863245831474	2.409
1ghhA	2	0.740740740740741	0.310518707354784	2.945
3ezmA	2	0.854368932038835	0.708562426305787	1.21
1aj0	8	0.722391084093212	0.215180082778678	4.48383293514054
1bcfA	3	0.544303797468354	0.245741788013585	3.67724258541325
1bykA	7	0.539869281045752	0.316365098012472	3.244549022058
1b5tA	8	0.768831168831169	0.286166487176678	4.01535941665569
2scpA	7	0.601532567049809	0.302555859506612	3.08109834252799
1unkA	2	0.482758620689655	0.288387674772201	1.771
1c3wA	6	0.545945945945946	0.331227746323519	2.20327972894056
256bA	3	0.622641509433962	0.267865898618638	4.22361015848212
1atzB	6	0.766137566137566	0.161365913768425	5.2978174276266
1iygA	4	0.676691729323308	0.360742351894719	2.73442570824469
2gstA	4	0.362519201228879	0.344092050566318	2.97957276825989
1eq1A	3	0.5	0.277377390300763	4.5051988222176
1bxyA	2	0.8	0.408468227128758	3.486
1din	7	0.619456366237482	0.220065828993058	4.18072452727284
2bbkH	7	0.748356807511737	0.24893350528371	3.80316025647235
